alert_id,system,target_language,translation_text,meta_model,meta_timestamp,meta_tokens,export_timestamp
WEATHER-CA-20260208-03,google_nmt,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:32.780318,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-03,nllb200,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:32.780318,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-03,nllb200,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:32.780318,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-04,gpt4o,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:33.338372,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-04,gpt4o,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:33.958434,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-04,google_nmt,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:33.958434,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-04,google_nmt,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:33.958434,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-04,nllb200,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:33.958434,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-04,nllb200,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:33.958434,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-05,gpt4o,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:34.524833,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-05,gpt4o,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:35.006112,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-05,google_nmt,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:35.006112,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-05,google_nmt,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:35.006112,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-05,nllb200,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:35.006112,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-05,nllb200,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:35.006112,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-06,gpt4o,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:35.473211,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-06,gpt4o,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:36.029547,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-06,google_nmt,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:36.029547,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-06,google_nmt,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:36.029547,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-06,nllb200,es,Flood warning: Moverse to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:36.029547,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-06,nllb200,hi,Flood warning: हटें to higher ground now. Do not attempt to drive through flood waters.,offline,2026-02-08T23:06:36.029547,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-07,gpt4o,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:36.499197,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-07,gpt4o,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:36.888645,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-07,google_nmt,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:36.889035,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-07,google_nmt,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:36.889035,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-07,nllb200,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:36.889035,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-07,nllb200,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:36.889035,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-08,gpt4o,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:37.238378,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-08,gpt4o,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:37.605056,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-08,google_nmt,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:37.605056,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-08,google_nmt,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:37.605056,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-08,nllb200,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:37.605056,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-08,nllb200,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:37.605056,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-09,gpt4o,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:38.005759,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-09,gpt4o,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:38.369578,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-09,google_nmt,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:38.369578,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-09,google_nmt,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:38.369578,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-09,nllb200,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:38.369578,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-09,nllb200,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:38.369578,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-10,gpt4o,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:38.728413,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-10,gpt4o,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:39.074102,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-10,google_nmt,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:39.074102,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-10,google_nmt,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:39.074102,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-10,nllb200,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:39.074102,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-10,nllb200,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:39.074102,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-11,gpt4o,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:39.453916,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-11,gpt4o,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:39.779247,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-11,google_nmt,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:39.779247,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-11,google_nmt,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:39.779247,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-11,nllb200,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:39.779247,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-11,nllb200,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:39.779247,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-12,gpt4o,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:40.154704,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-12,gpt4o,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:40.532392,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-12,google_nmt,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:40.532392,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-12,google_nmt,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:40.532392,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-12,nllb200,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:40.532392,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-12,nllb200,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:40.532392,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-13,gpt4o,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:40.979023,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-13,gpt4o,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:41.388813,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-13,google_nmt,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:41.388813,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-13,google_nmt,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:41.388813,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-13,nllb200,es,Evacuar inmediatamente debido a incendio forestal approaching the area. peligro de muerte condiciones expected.,offline,2026-02-08T23:06:41.388813,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-13,nllb200,hi,खाली करें अभी के कारण वनाग्नि approaching the area. जीवन के लिए खतरनाक स्थिति expected.,offline,2026-02-08T23:06:41.388813,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-14,gpt4o,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:41.753746,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-14,gpt4o,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:42.131216,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-14,google_nmt,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:42.132123,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-14,google_nmt,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:42.132123,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-14,nllb200,es,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:42.132123,,2026-02-08T23:07:22.517362
WEATHER-CA-20260208-14,nllb200,hi,Extreme heat alert: Stay hydrated and seek cooling centers now. Risk of heatstroke is severe.,offline,2026-02-08T23:06:42.132123,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-00,gpt4o,es,Refugiarse-in-place order for affected neighborhoods until 6pm debido a hazardous materials incident.,offline,2026-02-08T23:06:42.504621,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-00,gpt4o,hi,शरण लें-in-place order for affected neighborhoods until 6pm के कारण hazardous materials incident.,offline,2026-02-08T23:06:42.853274,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-00,google_nmt,es,Refugiarse-in-place order for affected neighborhoods until 6pm debido a hazardous materials incident.,offline,2026-02-08T23:06:42.853274,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-00,google_nmt,hi,शरण लें-in-place order for affected neighborhoods until 6pm के कारण hazardous materials incident.,offline,2026-02-08T23:06:42.853274,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-00,nllb200,es,Refugiarse-in-place order for affected neighborhoods until 6pm debido a hazardous materials incident.,offline,2026-02-08T23:06:42.853274,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-00,nllb200,hi,शरण लें-in-place order for affected neighborhoods until 6pm के कारण hazardous materials incident.,offline,2026-02-08T23:06:42.853274,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-01,gpt4o,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:43.778756,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-01,gpt4o,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:44.138372,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-01,google_nmt,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:44.138372,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-01,google_nmt,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:44.138372,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-01,nllb200,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:44.138372,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-01,nllb200,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:44.138372,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-02,gpt4o,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:44.571823,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-02,gpt4o,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:45.136842,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-02,google_nmt,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:45.136842,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-02,google_nmt,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:45.136842,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-02,nllb200,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:45.136842,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-02,nllb200,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:45.136842,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,gpt4o,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:45.674486,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,gpt4o,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:46.103839,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,google_nmt,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:46.103839,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,google_nmt,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:46.103839,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,nllb200,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:46.103839,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-03,nllb200,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:46.103839,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,gpt4o,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:46.454433,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,gpt4o,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:46.858951,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,google_nmt,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:46.858951,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,google_nmt,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:46.858951,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,nllb200,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:46.858951,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-04,nllb200,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:46.858951,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,gpt4o,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:47.285932,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,gpt4o,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:47.726129,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,google_nmt,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:47.726129,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,google_nmt,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:47.726129,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,nllb200,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:47.726129,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-05,nllb200,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:47.726129,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,gpt4o,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:48.172456,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,gpt4o,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:48.604400,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,google_nmt,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:48.604400,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,google_nmt,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:48.604400,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,nllb200,es,Voluntary evacuation advised for coastal areas before tonight debido a incoming storm surge.,offline,2026-02-08T23:06:48.604400,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-06,nllb200,hi,Voluntary evacuation advised for coastal areas before tonight के कारण incoming storm surge.,offline,2026-02-08T23:06:48.604400,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-07,gpt4o,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:49.077009,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-07,gpt4o,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:49.555304,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-07,google_nmt,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:49.555304,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-07,google_nmt,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:49.555304,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-07,nllb200,es,Mandatory evacuation for Zone A effective inmediatamente. Follow instructions from local authorities.,offline,2026-02-08T23:06:49.555304,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-07,nllb200,hi,Mandatory evacuation for Zone A effective अभी. Follow instructions from local authorities.,offline,2026-02-08T23:06:49.555304,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-08,gpt4o,es,Refugiarse-in-place order for affected neighborhoods until 6pm debido a hazardous materials incident.,offline,2026-02-08T23:06:49.953799,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-08,gpt4o,hi,शरण लें-in-place order for affected neighborhoods until 6pm के कारण hazardous materials incident.,offline,2026-02-08T23:06:50.317577,,2026-02-08T23:07:22.517362
EVACUATION-CA-20260208-08,google_nmt,es,Refugiarse-in-place order for affected neighborhoods until 6pm debido a hazardous materials incident.,offline,2026-02-08T23:06:50.317577,,2026-02-08T23:07:22.517362
